unit_id,treated,propensity_score,id,scenario,min_control_score,max_control_score,min_treated_score,max_treated_score,common_support_min,common_support_max,in_common_support
0,1,0.7588066354068234,0,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
1,0,0.3105186170550677,1,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
2,0,0.2471182546700766,2,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
3,1,0.6056179646109063,3,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
4,1,0.7853694252442187,4,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
5,1,0.3480508246856335,5,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
6,0,0.3575517920055333,6,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
7,1,0.8485863488971953,7,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
8,1,0.7465949839370887,8,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
9,0,0.35137416507638675,9,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
10,1,0.5475921311186952,10,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
11,0,0.3726327967823551,11,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
12,1,0.3250439700403407,12,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
13,1,0.7208754996973814,13,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
14,0,0.19222528914835738,14,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
15,1,0.6634171532620469,15,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
16,0,0.4049337923938081,16,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
17,1,0.42729050311756295,17,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
18,1,0.7076143908772851,18,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
19,1,0.37198510815037633,19,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
20,0,0.14479725026811502,20,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
21,1,0.5382692866779601,21,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
22,0,0.5445741015092376,22,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
23,1,0.5399746583963464,23,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
24,1,0.6735031938676657,24,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
25,1,0.3846103482142238,25,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
26,0,0.4870576033380331,26,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
27,0,0.2909149601587554,27,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
28,1,0.591827779580496,28,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
29,0,0.34728417576019904,29,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
30,1,0.6695657027030638,30,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
31,1,0.45580497016042143,31,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
32,0,0.42907433170035225,32,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
33,1,0.8452912760129596,33,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
34,0,0.13673299647891018,34,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
35,1,0.6632226789987385,35,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
36,1,0.3755893185961746,36,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
37,0,0.2994373876884531,37,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
38,0,0.31408217182203757,38,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
39,0,0.716990503372116,39,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
40,0,0.5846046204421117,40,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
41,0,0.20272117393508804,41,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
42,1,0.4675164048317788,42,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
43,0,0.29735730251281417,43,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
44,0,0.6114306069986818,44,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
45,0,0.3009135813828836,45,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
46,1,0.22178444158892927,46,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
47,1,0.4527065940157155,47,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
48,0,0.5541657686525037,48,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
49,1,0.41343265872115886,49,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
50,0,0.6032890084579197,50,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
51,1,0.5129076414057429,51,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
52,1,0.6098235388235517,52,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
53,1,0.36526244547629755,53,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
54,0,0.25753072136714794,54,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
55,1,0.5432916587713308,55,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
56,1,0.32014023608538,56,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
57,1,0.4007008636137848,57,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
58,1,0.3137872106032903,58,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
59,0,0.08349963142116121,59,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
60,1,0.6514621407465145,60,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
61,1,0.36313080736233866,61,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
62,0,0.4272824600166629,62,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
63,0,0.27843288048155684,63,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
64,0,0.3962451232731572,64,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
65,1,0.7590323194208491,65,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
66,1,0.3469862474311616,66,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
67,1,0.6163783637375737,67,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
68,1,0.7407118522462754,68,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
69,0,0.7948659309934362,69,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
70,1,0.5544108215622073,70,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
71,0,0.4002920233909557,71,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
72,0,0.41394737276100857,72,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
73,0,0.2531815084124765,73,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
74,0,0.3663296254792536,74,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
75,0,0.6367416983400024,75,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
76,0,0.6504941383641247,76,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
77,0,0.3706285349590536,77,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
78,0,0.5589871004421764,78,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
79,1,0.4931427007750006,79,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
80,0,0.24350658949957726,80,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
81,0,0.5231417959571422,81,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
82,0,0.8709639624577391,82,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
83,0,0.4384903793611186,83,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
84,0,0.44716296457942245,84,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
85,1,0.6521755144260055,85,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
86,0,0.40246771230594347,86,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
87,1,0.6564656392818796,87,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
88,1,0.2996099612991479,88,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
89,1,0.648110122831991,89,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
90,1,0.5931859756745713,90,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
91,0,0.359748925877303,91,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
92,0,0.3758000008852736,92,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
93,1,0.8176707183818958,93,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
94,1,0.5550611283509551,94,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
95,1,0.6609155952259056,95,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
96,0,0.1555449534678739,96,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
97,1,0.8651072904432839,97,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
98,1,0.3854762221660947,98,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
99,0,0.5001835142478439,99,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
100,1,0.37193084834778506,100,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
101,0,0.13506905885597867,101,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
102,0,0.28964071558055865,102,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
103,0,0.3044748245333793,103,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
104,1,0.7792552119814379,104,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
105,0,0.7398275111414155,105,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
106,0,0.21766980873073255,106,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
107,1,0.23036777535824426,107,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
108,1,0.8957910595518838,108,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
109,1,0.7378016685706297,109,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
110,1,0.7475874920066814,110,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
111,1,0.10577004360181522,111,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
112,1,0.540922991439203,112,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
113,1,0.38217278155660983,113,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
114,1,0.4336299185503043,114,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
115,0,0.2778508880227827,115,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
116,0,0.4416711586147917,116,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
117,1,0.5091004287513407,117,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
118,0,0.4886928780602967,118,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
119,1,0.5546351726612407,119,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
120,1,0.634629290976277,120,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
121,1,0.6951405695762811,121,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
122,1,0.39190560293316307,122,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
123,1,0.6271711351979147,123,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
124,0,0.45256780211865727,124,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
